ID,totalmins,logindays,loginwks,pageviews,posts,ptp,ate,totaldays,act_wkpv,dur_wkpv,act_ptp,dur_ptp,act_ate,dur_ate,sdwkpv,sdptp,sdate,rate_wkpv,rate_ptp,rate_ate,true_gmm_component,kmeans_full_data_cluster
1,-0.5110968735180189,-0.11734225467267038,0.06336868060963696,-0.6334720574726772,-0.5951605826062281,-0.4701240451518185,-0.5171169408721746,0.05159136735304329,0.058560206679403634,-0.5230515997291618,-0.4841591035416172,-0.4486148449344753,-0.5209978718863022,-0.4974504816292647,-1.0143935988822863,-0.4457813214196733,-0.4878232623300275,1.4219380062172957,-0.48501680106901013,-0.5276490202947448,5,5
2,1.4738919163059423,1.4489642124046511,1.5109648376409712,1.068890606962177,1.4493788478592367,-0.036044453957880696,1.7935910095649514,1.195927212899333,1.4728522888851998,1.6146014520647651,0.09062491475102835,-0.03605633542908088,2.1062919941657796,1.2124170960329392,0.7055793033432556,-0.042062511265774094,1.3410429072048655,-0.10870779143378057,0.7678551101063628,2.718004208366207,1,3
3,-1.4443877851679592,-1.2616069628258975,-1.3567586474741877,-1.5010907629202093,-0.5952213029233125,-0.46874224861395586,-0.5163643974706065,-1.6013067398743381,-1.3627884981577463,-1.36598097798262,-0.48130048357609295,-0.4488939307493172,-0.5202328027782291,-0.49813396759668693,-1.4115776861763034,-0.44808777772307473,-0.4873760445203385,-1.5548682561355072,-0.48530796848907926,-0.5280961258841804,3,1
4,0.7453595543206862,0.8808748447515088,1.5406665091962446,0.7911752648659648,0.3752169865058724,0.8254814204771771,-0.14461934962718836,0.9671592459167044,1.259943080499819,1.086653741630997,1.8281345238875182,1.9645983766635526,-0.028234610346578787,-0.13508644553840782,0.570273381085543,0.09235474239786923,-0.14538370202383566,0.40655129170115245,1.3297410311758657,0.7318789164015376,2,2
5,1.010996625785769,1.1687632600593922,1.945910557877966,0.9887011234061468,0.3709103728388269,0.29173444759494593,0.36537463571353923,1.2127419083852788,1.5177587993233432,1.4941984393731795,1.293302892453644,1.379475877872523,0.6488603800596648,0.3629858025140202,0.8229307701048545,-0.2887509343789936,0.3232103547640177,0.04714142987488648,1.6551475967140572,2.450223850804778,2,2
6,0.26820907264552185,0.4982850423777017,0.8464835949914208,-0.1897906506855706,-0.5941633249969589,-0.4705568860479654,-0.5167733576498965,1.0045715673051652,0.8434899431368368,0.6396675602122114,-0.4829987794280746,-0.44782546700435194,-0.5200076814694637,-0.49910156422189306,-0.49050211323477294,-0.4470188584364702,-0.48645128206016164,0.5505986812176161,-0.4846772222423236,-0.5256932345536197,5,5
7,0.3877193426111863,0.26477304224988235,0.3347576208779244,0.833973179443417,-0.5946124164362273,-0.46959971252262905,-0.5156243203879621,0.8436601735042587,0.33402282989442195,0.5097575148118373,-0.48183905042652664,-0.4478443797742122,-0.5210201815409911,-0.4984801346256728,1.0631205116048246,-0.4467428962102802,-0.4864813847589155,0.021973308958499083,-0.48489330837358274,-0.5282733782160745,5,5
8,-1.4455095071046284,-1.262521097239708,-1.3596402981976283,-1.499759448301147,-0.5951198605927902,-0.4689850155184889,-0.5169117495798382,-1.6017834201239287,-1.364369762013685,-1.3643458944548408,-0.482906969218064,-0.4477349001976966,-0.5210880237969897,-0.49685540809314427,-1.4141287512951843,-0.44660713007974184,-0.48673941794430164,-1.5528072582749393,-0.48285285366910635,-0.5275610173881626,3,1
9,0.33153221408921574,0.3335337408299469,0.40163365939879647,0.12014495086432023,-0.5940597506565432,-0.4696005599416492,-0.5166564103301339,0.36304558540917764,0.3973772988531149,-0.006539577113143517,-0.48506925690961794,-0.44738025470820886,-0.5218371274805178,-0.4975785729242411,0.037132383976399556,-0.4462214430418667,-0.48673415278846927,1.0154787694156857,-0.4846967555573141,-0.5283269882858805,5,5
10,1.4023297965503558,0.18860940130940096,0.35225870880738586,2.0323732046963117,-0.5939298552800588,-0.47021130783120635,-0.5173323282876895,0.6752663320026026,0.3500284545977116,1.1738859812796276,-0.4835201562522985,-0.4469360683737762,-0.5226382527252584,-0.4978189208365244,2.3973836004638827,-0.44755439081952114,-0.4861908723904166,-1.0186778862293837,-0.48576443179657924,-0.5273246430354384,5,5
